,year,lib-cons,rally,work,button
864,1952,NA,No,No,NA
865,1952,NA,No,No,NA
866,1952,NA,No,No,NA
867,1952,NA,No,No,NA
868,1952,NA,NA,No,NA
869,1952,NA,No,No,NA
870,1952,NA,No,No,NA
871,1952,NA,NA,Yes,NA
872,1952,NA,No,No,NA
873,1952,NA,No,No,NA
874,1952,NA,DK,DK,NA
875,1952,NA,DK,DK,NA
876,1952,NA,No,No,NA
877,1952,NA,No,No,NA
878,1952,NA,No,No,NA
879,1952,NA,DK,DK,NA
880,1952,NA,NA,No,NA
881,1952,NA,No,No,NA
882,1952,NA,No,No,NA
883,1952,NA,DK,DK,NA
884,1952,NA,No,No,NA
885,1952,NA,No,No,NA
886,1952,NA,No,No,NA
887,1952,NA,No,No,NA
888,1952,NA,No,No,NA
889,1952,NA,No,No,NA
890,1952,NA,No,Yes,NA
891,1952,NA,No,No,NA
892,1952,NA,No,No,NA
893,1952,NA,No,No,NA
894,1952,NA,No,No,NA
895,1952,NA,No,No,NA
896,1952,NA,DK,DK,NA
897,1952,NA,No,No,NA
898,1952,NA,No,No,NA
899,1952,NA,No,No,NA
900,1952,NA,DK,DK,NA
901,1952,NA,DK,DK,NA
902,1952,NA,DK,DK,NA
903,1952,NA,NA,No,NA
904,1952,NA,No,No,NA
905,1952,NA,No,No,NA
906,1952,NA,No,No,NA
907,1952,NA,No,No,NA
908,1952,NA,No,No,NA
909,1952,NA,No,No,NA
910,1952,NA,NA,No,NA
911,1952,NA,No,No,NA
912,1952,NA,No,No,NA
913,1952,NA,No,No,NA
914,1952,NA,No,No,NA
915,1952,NA,NA,No,NA
916,1952,NA,No,No,NA
917,1952,NA,No,No,NA
918,1952,NA,No,No,NA
919,1952,NA,No,No,NA
920,1952,NA,No,No,NA
921,1952,NA,No,No,NA
922,1952,NA,No,No,NA
923,1952,NA,No,No,NA
924,1952,NA,No,No,NA
925,1952,NA,No,No,NA
926,1952,NA,No,No,NA
927,1952,NA,No,No,NA
928,1952,NA,NA,No,NA
929,1952,NA,No,No,NA
930,1952,NA,No,No,NA
931,1952,NA,DK,DK,NA
932,1952,NA,No,No,NA
933,1952,NA,No,No,NA
934,1952,NA,DK,DK,NA
935,1952,NA,No,No,NA
936,1952,NA,DK,DK,NA
937,1952,NA,No,No,NA
938,1952,NA,No,No,NA
939,1952,NA,NA,No,NA
940,1952,NA,No,No,NA
941,1952,NA,No,No,NA
942,1952,NA,No,No,NA
943,1952,NA,No,No,NA
944,1952,NA,No,No,NA
945,1952,NA,No,No,NA
946,1952,NA,No,No,NA
947,1952,NA,No,No,NA
948,1952,NA,No,No,NA
949,1952,NA,No,No,NA
950,1952,NA,No,No,NA
951,1952,NA,No,No,NA
952,1952,NA,No,No,NA
953,1952,NA,No,No,NA
954,1952,NA,No,No,NA
955,1952,NA,No,No,NA
956,1952,NA,No,No,NA
957,1952,NA,No,No,NA
958,1952,NA,No,No,NA
959,1952,NA,No,No,NA
960,1952,NA,No,No,NA
961,1952,NA,No,No,NA
962,1952,NA,No,No,NA
963,1952,NA,No,No,NA
964,1952,NA,No,No,NA
965,1952,NA,No,No,NA
966,1952,NA,No,No,NA
967,1952,NA,No,No,NA
968,1952,NA,DK,DK,NA
969,1952,NA,No,No,NA
970,1952,NA,No,No,NA
971,1952,NA,No,No,NA
972,1952,NA,No,No,NA
973,1952,NA,No,No,NA
974,1952,NA,No,No,NA
975,1952,NA,No,No,NA
976,1952,NA,No,No,NA
977,1952,NA,No,No,NA
978,1952,NA,No,No,NA
979,1952,NA,No,No,NA
980,1952,NA,No,No,NA
981,1952,NA,No,No,NA
982,1952,NA,DK,DK,NA
983,1952,NA,No,No,NA
984,1952,NA,No,No,NA
985,1952,NA,NA,Yes,NA
986,1952,NA,DK,DK,NA
987,1952,NA,No,No,NA
988,1952,NA,No,No,NA
989,1952,NA,DK,DK,NA
990,1952,NA,NA,No,NA
991,1952,NA,No,No,NA
992,1952,NA,No,No,NA
993,1952,NA,No,No,NA
994,1952,NA,No,No,NA
995,1952,NA,No,No,NA
996,1952,NA,No,No,NA
997,1952,NA,No,No,NA
998,1952,NA,NA,Yes,NA
999,1952,NA,DK,DK,NA
1000,1952,NA,DK,DK,NA
1001,1952,NA,No,No,NA
1002,1952,NA,NA,No,NA
1003,1952,NA,No,No,NA
1004,1952,NA,No,No,NA
1005,1952,NA,No,No,NA
1006,1952,NA,No,No,NA
1007,1952,NA,No,No,NA
1008,1952,NA,No,No,NA
1009,1952,NA,No,No,NA
1010,1952,NA,No,No,NA
1011,1952,NA,DK,DK,NA
1012,1952,NA,No,No,NA
1013,1952,NA,NA,No,NA
1014,1952,NA,No,No,NA
1015,1952,NA,No,No,NA
1016,1952,NA,No,No,NA
1017,1952,NA,No,No,NA
1018,1952,NA,No,No,NA
1019,1952,NA,No,No,NA
1020,1952,NA,No,No,NA
1021,1952,NA,DK,DK,NA
1022,1952,NA,DK,DK,NA
1023,1952,NA,No,No,NA
1024,1952,NA,No,No,NA
1025,1952,NA,No,No,NA
1026,1952,NA,No,No,NA
1027,1952,NA,No,No,NA
1028,1952,NA,No,No,NA
1029,1952,NA,No,No,NA
1030,1952,NA,No,No,NA
1031,1952,NA,No,No,NA
1032,1952,NA,No,No,NA
1033,1952,NA,DK,DK,NA
1034,1952,NA,No,No,NA
1035,1952,NA,NA,No,NA
1036,1952,NA,No,No,NA
1037,1952,NA,No,No,NA
1038,1952,NA,No,No,NA
1039,1952,NA,No,No,NA
1040,1952,NA,No,No,NA
1041,1952,NA,DK,DK,NA
1042,1952,NA,No,No,NA
1043,1952,NA,No,No,NA
1044,1952,NA,No,No,NA
1045,1952,NA,NA,No,NA
1046,1952,NA,No,No,NA
1047,1952,NA,No,No,NA
1048,1952,NA,NA,No,NA
1049,1952,NA,No,No,NA
1050,1952,NA,No,Yes,NA
1051,1952,NA,No,No,NA
1052,1952,NA,No,No,NA
1053,1952,NA,No,No,NA
1054,1952,NA,NA,Yes,NA
1055,1952,NA,No,No,NA
1056,1952,NA,DK,DK,NA
1057,1952,NA,NA,No,NA
1058,1952,NA,No,No,NA
1059,1952,NA,No,No,NA
1060,1952,NA,NA,Yes,NA
1061,1952,NA,No,No,NA
1062,1952,NA,No,No,NA
1063,1952,NA,No,No,NA
1064,1952,NA,No,No,NA
1065,1952,NA,No,No,NA
1066,1952,NA,No,No,NA
1067,1952,NA,No,No,NA
1068,1952,NA,No,No,NA
1069,1952,NA,No,No,NA
1070,1952,NA,NA,No,NA
1071,1952,NA,No,No,NA
1072,1952,NA,No,No,NA
1073,1952,NA,No,No,NA
1074,1952,NA,No,No,NA
1075,1952,NA,No,No,NA
1076,1952,NA,No,No,NA
1077,1952,NA,No,No,NA
1078,1952,NA,No,No,NA
1079,1952,NA,No,No,NA
1080,1952,NA,No,No,NA
1081,1952,NA,DK,DK,NA
1082,1952,NA,No,No,NA
1083,1952,NA,No,No,NA
1084,1952,NA,No,No,NA
1085,1952,NA,No,No,NA
1086,1952,NA,No,No,NA
1087,1952,NA,No,No,NA
1088,1952,NA,No,No,NA
1089,1952,NA,DK,No,NA
1090,1952,NA,No,No,NA
1091,1952,NA,No,No,NA
1092,1952,NA,NA,Yes,NA
1093,1952,NA,DK,DK,NA
1094,1952,NA,NA,No,NA
1095,1952,NA,No,No,NA
1096,1952,NA,No,No,NA
1097,1952,NA,No,Yes,NA
1098,1952,NA,No,No,NA
1099,1952,NA,No,No,NA
1100,1952,NA,DK,DK,NA
1101,1952,NA,No,No,NA
1102,1952,NA,No,No,NA
1103,1952,NA,No,No,NA
1104,1952,NA,No,No,NA
1105,1952,NA,No,No,NA
1106,1952,NA,No,No,NA
1107,1952,NA,No,No,NA
1108,1952,NA,No,No,NA
1109,1952,NA,No,No,NA
1110,1952,NA,No,No,NA
1111,1952,NA,No,No,NA
1112,1952,NA,DK,DK,NA
1113,1952,NA,No,No,NA
1114,1952,NA,No,No,NA
1115,1952,NA,No,No,NA
1116,1952,NA,No,No,NA
1117,1952,NA,No,No,NA
1118,1952,NA,No,No,NA
1119,1952,NA,No,No,NA
1120,1952,NA,NA,No,NA
1121,1952,NA,No,No,NA
1122,1952,NA,NA,No,NA
1123,1952,NA,No,No,NA
1124,1952,NA,No,No,NA
1125,1952,NA,No,No,NA
1126,1952,NA,No,No,NA
1127,1952,NA,No,No,NA
1128,1952,NA,No,No,NA
1129,1952,NA,No,No,NA
1130,1952,NA,No,No,NA
1131,1952,NA,No,No,NA
1132,1952,NA,No,No,NA
1133,1952,NA,No,No,NA
1134,1952,NA,No,No,NA
1135,1952,NA,No,No,NA
1136,1952,NA,No,No,NA
1137,1952,NA,No,No,NA
1138,1952,NA,DK,DK,NA
1139,1952,NA,DK,DK,NA
1140,1952,NA,No,No,NA
1141,1952,NA,No,No,NA
1142,1952,NA,No,No,NA
1143,1952,NA,No,No,NA
1144,1952,NA,NA,No,NA
1145,1952,NA,No,No,NA
1146,1952,NA,No,No,NA
1147,1952,NA,No,No,NA
1148,1952,NA,NA,No,NA
1149,1952,NA,No,No,NA
1150,1952,NA,No,No,NA
1151,1952,NA,No,No,NA
1152,1952,NA,No,No,NA
1153,1952,NA,NA,No,NA
1154,1952,NA,No,No,NA
1155,1952,NA,No,No,NA
1156,1952,NA,No,No,NA
1157,1952,NA,No,No,NA
1158,1952,NA,No,No,NA
1159,1952,NA,No,No,NA
1160,1952,NA,No,No,NA
1161,1952,NA,No,No,NA
1162,1952,NA,DK,DK,NA
1163,1952,NA,NA,No,NA
1164,1952,NA,No,No,NA
1165,1952,NA,No,No,NA
1166,1952,NA,No,No,NA
1167,1952,NA,No,No,NA
1168,1952,NA,No,No,NA
1169,1952,NA,No,No,NA
1170,1952,NA,DK,DK,NA
1171,1952,NA,DK,DK,NA
1172,1952,NA,No,No,NA
1173,1952,NA,No,No,NA
1174,1952,NA,No,No,NA
1175,1952,NA,No,No,NA
1176,1952,NA,No,No,NA
1177,1952,NA,No,No,NA
1178,1952,NA,No,No,NA
1179,1952,NA,DK,DK,NA
1180,1952,NA,No,No,NA
1181,1952,NA,No,No,NA
1182,1952,NA,No,No,NA
1183,1952,NA,No,No,NA
1184,1952,NA,No,No,NA
1185,1952,NA,No,No,NA
1186,1952,NA,No,No,NA
1187,1952,NA,No,No,NA
1188,1952,NA,No,No,NA
1189,1952,NA,No,No,NA
1190,1952,NA,DK,DK,NA
1191,1952,NA,No,No,NA
1192,1952,NA,DK,DK,NA
1193,1952,NA,No,No,NA
1194,1952,NA,NA,Yes,NA
1195,1952,NA,No,No,NA
1196,1952,NA,No,No,NA
1197,1952,NA,No,No,NA
1198,1952,NA,No,No,NA
1199,1952,NA,No,No,NA
1200,1952,NA,No,No,NA
1201,1952,NA,No,No,NA
1202,1952,NA,No,No,NA
1203,1952,NA,No,No,NA
1204,1952,NA,No,No,NA
1205,1952,NA,DK,DK,NA
1206,1952,NA,No,No,NA
1207,1952,NA,No,No,NA
1208,1952,NA,No,No,NA
1209,1952,NA,No,No,NA
1210,1952,NA,No,No,NA
1211,1952,NA,No,No,NA
1212,1952,NA,No,No,NA
1213,1952,NA,No,No,NA
1214,1952,NA,No,No,NA
1215,1952,NA,No,No,NA
1216,1952,NA,No,No,NA
1217,1952,NA,No,No,NA
1218,1952,NA,No,No,NA
1219,1952,NA,NA,Yes,NA
1220,1952,NA,No,No,NA
1221,1952,NA,No,No,NA
1222,1952,NA,No,No,NA
1223,1952,NA,No,No,NA
1224,1952,NA,No,No,NA
1225,1952,NA,NA,No,NA
1226,1952,NA,No,No,NA
1227,1952,NA,No,No,NA
1228,1952,NA,DK,DK,NA
1229,1952,NA,No,No,NA
1230,1952,NA,No,No,NA
1231,1952,NA,No,Yes,NA
1232,1952,NA,No,No,NA
1233,1952,NA,No,No,NA
1234,1952,NA,No,No,NA
1235,1952,NA,No,No,NA
1236,1952,NA,No,No,NA
1237,1952,NA,No,No,NA
1238,1952,NA,No,No,NA
1239,1952,NA,No,No,NA
1240,1952,NA,No,No,NA
1241,1952,NA,No,No,NA
1242,1952,NA,No,No,NA
1243,1952,NA,No,No,NA
1244,1952,NA,No,No,NA
1245,1952,NA,No,No,NA
1246,1952,NA,No,Yes,NA
1247,1952,NA,No,No,NA
1248,1952,NA,No,No,NA
1249,1952,NA,No,No,NA
1250,1952,NA,DK,DK,NA
1251,1952,NA,NA,No,NA
1252,1952,NA,DK,DK,NA
1253,1952,NA,No,No,NA
1254,1952,NA,No,No,NA
1255,1952,NA,No,No,NA
1256,1952,NA,DK,DK,NA
1257,1952,NA,No,No,NA
1258,1952,NA,No,No,NA
1259,1952,NA,No,No,NA
1260,1952,NA,No,No,NA
1261,1952,NA,No,No,NA
1262,1952,NA,DK,DK,NA
1263,1952,NA,No,No,NA
1264,1952,NA,No,No,NA
1265,1952,NA,No,No,NA
1266,1952,NA,DK,DK,NA
1267,1952,NA,No,No,NA
1268,1952,NA,DK,DK,NA
1269,1952,NA,No,No,NA
1270,1952,NA,No,No,NA
1271,1952,NA,No,No,NA
1272,1952,NA,No,No,NA
1273,1952,NA,No,No,NA
1274,1952,NA,NA,No,NA
1275,1952,NA,No,No,NA
1276,1952,NA,No,No,NA
1277,1952,NA,No,No,NA
1278,1952,NA,No,No,NA
1279,1952,NA,No,No,NA
1280,1952,NA,NA,No,NA
1281,1952,NA,No,No,NA
1282,1952,NA,No,No,NA
1283,1952,NA,No,No,NA
1284,1952,NA,No,No,NA
1285,1952,NA,No,No,NA
1286,1952,NA,No,No,NA
1287,1952,NA,No,No,NA
1288,1952,NA,No,No,NA
1289,1952,NA,No,No,NA
1290,1952,NA,No,No,NA
1291,1952,NA,No,No,NA
1292,1952,NA,No,No,NA
1293,1952,NA,No,No,NA
1294,1952,NA,No,No,NA
1295,1952,NA,No,Yes,NA
1296,1952,NA,No,No,NA
1297,1952,NA,No,No,NA
1298,1952,NA,No,No,NA
1299,1952,NA,No,No,NA
1300,1952,NA,No,No,NA
1301,1952,NA,No,No,NA
1302,1952,NA,No,No,NA
1303,1952,NA,No,No,NA
1304,1952,NA,No,No,NA
1305,1952,NA,No,No,NA
1306,1952,NA,No,No,NA
1307,1952,NA,No,No,NA
1308,1952,NA,No,No,NA
1309,1952,NA,DK,DK,NA
1310,1952,NA,No,No,NA
1311,1952,NA,No,No,NA
1312,1952,NA,No,No,NA
1313,1952,NA,No,No,NA
1314,1952,NA,No,No,NA
1315,1952,NA,No,No,NA
1316,1952,NA,No,No,NA
1317,1952,NA,No,No,NA
1318,1952,NA,No,No,NA
1319,1952,NA,No,No,NA
1320,1952,NA,No,No,NA
1321,1952,NA,No,No,NA
1322,1952,NA,No,No,NA
1323,1952,NA,No,No,NA
1324,1952,NA,No,No,NA
1325,1952,NA,No,No,NA
1326,1952,NA,No,No,NA
1327,1952,NA,No,No,NA
1328,1952,NA,No,No,NA
1329,1952,NA,NA,Yes,NA
1330,1952,NA,DK,DK,NA
1331,1952,NA,NA,No,NA
1332,1952,NA,No,No,NA
1333,1952,NA,No,No,NA
1334,1952,NA,No,No,NA
1335,1952,NA,No,No,NA
1336,1952,NA,NA,No,NA
1337,1952,NA,No,No,NA
1338,1952,NA,No,No,NA
1339,1952,NA,No,No,NA
1340,1952,NA,No,No,NA
1341,1952,NA,No,No,NA
1342,1952,NA,No,No,NA
1343,1952,NA,No,No,NA
1344,1952,NA,No,No,NA
1345,1952,NA,No,No,NA
1346,1952,NA,No,No,NA
1347,1952,NA,NA,No,NA
1348,1952,NA,No,No,NA
1349,1952,NA,No,No,NA
1350,1952,NA,No,No,NA
1351,1952,NA,No,No,NA
1352,1952,NA,No,No,NA
1353,1952,NA,DK,DK,NA
1354,1952,NA,No,No,NA
1355,1952,NA,No,No,NA
1356,1952,NA,No,No,NA
1357,1952,NA,No,No,NA
1358,1952,NA,No,No,NA
1359,1952,NA,No,No,NA
1360,1952,NA,No,No,NA
1361,1952,NA,No,No,NA
1362,1952,NA,No,No,NA
1363,1952,NA,No,No,NA
1364,1952,NA,No,No,NA
1365,1952,NA,No,No,NA
1366,1952,NA,No,No,NA
1367,1952,NA,NA,No,NA
1368,1952,NA,No,No,NA
1369,1952,NA,No,No,NA
1370,1952,NA,No,No,NA
1371,1952,NA,No,No,NA
1372,1952,NA,No,No,NA
1373,1952,NA,No,No,NA
1374,1952,NA,DK,DK,NA
1375,1952,NA,No,No,NA
1376,1952,NA,No,No,NA
1377,1952,NA,No,No,NA
1378,1952,NA,No,No,NA
1379,1952,NA,No,No,NA
1380,1952,NA,No,No,NA
1381,1952,NA,No,No,NA
1382,1952,NA,DK,DK,NA
1383,1952,NA,No,No,NA
1384,1952,NA,DK,DK,NA
1385,1952,NA,No,Yes,NA
1386,1952,NA,No,No,NA
1387,1952,NA,No,No,NA
1388,1952,NA,No,No,NA
1389,1952,NA,No,No,NA
1390,1952,NA,No,No,NA
1391,1952,NA,No,No,NA
1392,1952,NA,No,No,NA
1393,1952,NA,No,No,NA
1394,1952,NA,DK,DK,NA
1395,1952,NA,No,No,NA
1396,1952,NA,No,No,NA
1397,1952,NA,No,No,NA
1398,1952,NA,No,No,NA
1399,1952,NA,No,No,NA
1400,1952,NA,DK,DK,NA
1401,1952,NA,NA,Yes,NA
1402,1952,NA,No,No,NA
1403,1952,NA,No,No,NA
1404,1952,NA,NA,Yes,NA
1405,1952,NA,NA,No,NA
1406,1952,NA,No,No,NA
1407,1952,NA,No,No,NA
1408,1952,NA,DK,DK,NA
1409,1952,NA,No,No,NA
1410,1952,NA,No,No,NA
1411,1952,NA,No,No,NA
1412,1952,NA,NA,No,NA
1413,1952,NA,No,No,NA
1414,1952,NA,No,No,NA
1415,1952,NA,No,No,NA
1416,1952,NA,DK,DK,NA
1417,1952,NA,No,No,NA
1418,1952,NA,No,No,NA
1419,1952,NA,No,No,NA
1420,1952,NA,No,No,NA
1421,1952,NA,No,No,NA
1422,1952,NA,No,No,NA
1423,1952,NA,No,No,NA
1424,1952,NA,No,No,NA
1425,1952,NA,No,No,NA
1426,1952,NA,No,No,NA
1427,1952,NA,No,No,NA
1428,1952,NA,No,No,NA
1429,1952,NA,No,No,NA
1430,1952,NA,No,No,NA
1431,1952,NA,No,No,NA
1432,1952,NA,No,No,NA
1433,1952,NA,No,Yes,NA
1434,1952,NA,No,No,NA
1435,1952,NA,DK,DK,NA
1436,1952,NA,No,No,NA
1437,1952,NA,NA,No,NA
1438,1952,NA,No,Yes,NA
1439,1952,NA,DK,DK,NA
1440,1952,NA,No,No,NA
1441,1952,NA,DK,DK,NA
1442,1952,NA,No,No,NA
1443,1952,NA,No,No,NA
1444,1952,NA,No,No,NA
1445,1952,NA,No,No,NA
1446,1952,NA,No,No,NA
1447,1952,NA,No,No,NA
1448,1952,NA,No,No,NA
1449,1952,NA,DK,DK,NA
1450,1952,NA,No,No,NA
1451,1952,NA,No,No,NA
1452,1952,NA,No,No,NA
1453,1952,NA,No,No,NA
1454,1952,NA,No,No,NA
1455,1952,NA,No,No,NA
1456,1952,NA,No,No,NA
1457,1952,NA,No,No,NA
1458,1952,NA,No,No,NA
1459,1952,NA,No,No,NA
1460,1952,NA,No,No,NA
1461,1952,NA,No,No,NA
1462,1952,NA,No,No,NA
1463,1952,NA,No,No,NA
1464,1952,NA,No,No,NA
1465,1952,NA,No,No,NA
1466,1952,NA,No,No,NA
1467,1952,NA,No,No,NA
1468,1952,NA,No,No,NA
1469,1952,NA,No,No,NA
1470,1952,NA,No,No,NA
1471,1952,NA,No,No,NA
1472,1952,NA,No,No,NA
1473,1952,NA,No,No,NA
1474,1952,NA,No,No,NA
1475,1952,NA,No,No,NA
1476,1952,NA,No,No,NA
1477,1952,NA,No,No,NA
1478,1952,NA,No,No,NA
1479,1952,NA,No,No,NA
1480,1952,NA,No,No,NA
1481,1952,NA,No,No,NA
1482,1952,NA,No,No,NA
1483,1952,NA,No,No,NA
1484,1952,NA,DK,DK,NA
1485,1952,NA,NA,No,NA
1486,1952,NA,No,No,NA
1487,1952,NA,No,No,NA
1488,1952,NA,No,No,NA
1489,1952,NA,No,No,NA
1490,1952,NA,No,No,NA
1491,1952,NA,No,No,NA
1492,1952,NA,No,No,NA
1493,1952,NA,No,No,NA
1494,1952,NA,DK,DK,NA
1495,1952,NA,No,No,NA
1496,1952,NA,No,No,NA
1497,1952,NA,No,No,NA
1498,1952,NA,No,No,NA
1499,1952,NA,DK,DK,NA
1500,1952,NA,No,No,NA
1501,1952,NA,No,No,NA
1502,1952,NA,DK,DK,NA
1503,1952,NA,No,No,NA
1504,1952,NA,No,No,NA
1505,1952,NA,No,No,NA
1506,1952,NA,No,No,NA
1507,1952,NA,No,No,NA
1508,1952,NA,No,No,NA
1509,1952,NA,No,No,NA
1510,1952,NA,No,No,NA
1511,1952,NA,DK,DK,NA
1512,1952,NA,No,No,NA
1513,1952,NA,No,No,NA
1514,1952,NA,No,No,NA
1515,1952,NA,No,No,NA
1516,1952,NA,No,No,NA
1517,1952,NA,No,No,NA
1518,1952,NA,No,No,NA
1519,1952,NA,No,No,NA
1520,1952,NA,No,No,NA
1521,1952,NA,No,No,NA
1522,1952,NA,No,No,NA
1523,1952,NA,No,No,NA
1524,1952,NA,No,No,NA
1525,1952,NA,No,No,NA
1526,1952,NA,DK,DK,NA
1527,1952,NA,No,No,NA
1528,1952,NA,No,No,NA
1529,1952,NA,No,No,NA
1530,1952,NA,No,No,NA
1531,1952,NA,No,No,NA
1532,1952,NA,No,No,NA
1533,1952,NA,No,No,NA
1534,1952,NA,No,No,NA
1535,1952,NA,No,No,NA
1536,1952,NA,No,No,NA
1537,1952,NA,No,No,NA
1538,1952,NA,No,No,NA
1539,1952,NA,No,No,NA
1540,1952,NA,No,No,NA
1541,1952,NA,No,No,NA
1542,1952,NA,No,No,NA
1543,1952,NA,No,No,NA
1544,1952,NA,No,No,NA
1545,1952,NA,No,No,NA
1546,1952,NA,No,No,NA
1547,1952,NA,No,No,NA
1548,1952,NA,DK,DK,NA
1549,1952,NA,No,No,NA
1550,1952,NA,No,No,NA
1551,1952,NA,No,No,NA
1552,1952,NA,No,No,NA
1553,1952,NA,DK,DK,NA
1554,1952,NA,No,No,NA
1555,1952,NA,No,No,NA
1556,1952,NA,No,No,NA
1557,1952,NA,No,No,NA
1558,1952,NA,DK,DK,NA
1559,1952,NA,No,No,NA
1560,1952,NA,No,No,NA
1561,1952,NA,No,No,NA
1562,1952,NA,No,No,NA
1563,1952,NA,No,No,NA
1564,1952,NA,No,No,NA
1565,1952,NA,No,No,NA
1566,1952,NA,No,Yes,NA
1567,1952,NA,No,No,NA
1568,1952,NA,No,No,NA
1569,1952,NA,No,No,NA
1570,1952,NA,No,No,NA
1571,1952,NA,No,No,NA
1572,1952,NA,No,No,NA
1573,1952,NA,No,No,NA
1574,1952,NA,No,No,NA
1575,1952,NA,DK,DK,NA
1576,1952,NA,DK,DK,NA
1577,1952,NA,No,No,NA
1578,1952,NA,No,No,NA
1579,1952,NA,No,No,NA
1580,1952,NA,No,No,NA
1581,1952,NA,No,No,NA
1582,1952,NA,No,No,NA
1583,1952,NA,NA,No,NA
1584,1952,NA,No,No,NA
1585,1952,NA,No,No,NA
1586,1952,NA,No,No,NA
1587,1952,NA,No,No,NA
1588,1952,NA,No,No,NA
1589,1952,NA,No,No,NA
1590,1952,NA,No,No,NA
1591,1952,NA,No,No,NA
1592,1952,NA,NA,Yes,NA
1593,1952,NA,No,No,NA
1594,1952,NA,No,No,NA
1595,1952,NA,No,No,NA
1596,1952,NA,No,No,NA
1597,1952,NA,No,No,NA
1598,1952,NA,No,No,NA
1599,1952,NA,No,No,NA
1600,1952,NA,No,No,NA
1601,1952,NA,No,No,NA
1602,1952,NA,No,Yes,NA
1603,1952,NA,No,No,NA
1604,1952,NA,No,No,NA
1605,1952,NA,No,No,NA
1606,1952,NA,DK,DK,NA
1607,1952,NA,NA,No,NA
1608,1952,NA,No,No,NA
1609,1952,NA,DK,DK,NA
1610,1952,NA,No,No,NA
1611,1952,NA,No,No,NA
1612,1952,NA,No,No,NA
1613,1952,NA,DK,DK,NA
1614,1952,NA,No,No,NA
1615,1952,NA,No,No,NA
1616,1952,NA,No,No,NA
1617,1952,NA,NA,No,NA
1618,1952,NA,No,No,NA
1619,1952,NA,No,No,NA
1620,1952,NA,No,No,NA
1621,1952,NA,No,No,NA
1622,1952,NA,No,No,NA
1623,1952,NA,No,No,NA
1624,1952,NA,No,No,NA
1625,1952,NA,DK,DK,NA
1626,1952,NA,No,No,NA
1627,1952,NA,No,No,NA
1628,1952,NA,No,No,NA
1629,1952,NA,DK,DK,NA
1630,1952,NA,No,No,NA
1631,1952,NA,NA,Yes,NA
1632,1952,NA,No,No,NA
1633,1952,NA,No,No,NA
1634,1952,NA,No,No,NA
1635,1952,NA,No,No,NA
1636,1952,NA,No,No,NA
1637,1952,NA,No,No,NA
1638,1952,NA,No,No,NA
1639,1952,NA,No,No,NA
1640,1952,NA,No,No,NA
1641,1952,NA,No,No,NA
1642,1952,NA,No,No,NA
1643,1952,NA,No,No,NA
1644,1952,NA,No,No,NA
1645,1952,NA,No,No,NA
1646,1952,NA,No,No,NA
1647,1952,NA,DK,DK,NA
1648,1952,NA,No,No,NA
1649,1952,NA,No,No,NA
1650,1952,NA,DK,DK,NA
1651,1952,NA,No,No,NA
1652,1952,NA,No,No,NA
1653,1952,NA,No,No,NA
1654,1952,NA,No,No,NA
1655,1952,NA,No,No,NA
1656,1952,NA,No,No,NA
1657,1952,NA,No,No,NA
1658,1952,NA,NA,No,NA
1659,1952,NA,No,No,NA
1660,1952,NA,No,No,NA
1661,1952,NA,No,No,NA
1662,1952,NA,No,No,NA
1663,1952,NA,DK,No,NA
1664,1952,NA,No,No,NA
1665,1952,NA,DK,DK,NA
1666,1952,NA,No,No,NA
1667,1952,NA,No,No,NA
1668,1952,NA,NA,No,NA
1669,1952,NA,No,No,NA
1670,1952,NA,No,No,NA
1671,1952,NA,No,No,NA
1672,1952,NA,No,No,NA
1673,1952,NA,No,No,NA
1674,1952,NA,No,No,NA
1675,1952,NA,No,No,NA
1676,1952,NA,No,No,NA
1677,1952,NA,No,No,NA
1678,1952,NA,No,No,NA
1679,1952,NA,No,No,NA
1680,1952,NA,No,No,NA
1681,1952,NA,No,No,NA
1682,1952,NA,No,No,NA
1683,1952,NA,No,No,NA
1684,1952,NA,No,No,NA
1685,1952,NA,No,No,NA
1686,1952,NA,No,No,NA
1687,1952,NA,DK,DK,NA
1688,1952,NA,No,No,NA
1689,1952,NA,No,No,NA
1690,1952,NA,No,No,NA
1691,1952,NA,No,No,NA
1692,1952,NA,NA,Yes,NA
1693,1952,NA,No,No,NA
1694,1952,NA,No,No,NA
1695,1952,NA,DK,DK,NA
1696,1952,NA,No,No,NA
1697,1952,NA,No,No,NA
1698,1952,NA,No,No,NA
1699,1952,NA,No,No,NA
1700,1952,NA,No,No,NA
1701,1952,NA,No,No,NA
1702,1952,NA,No,No,NA
1703,1952,NA,No,No,NA
1704,1952,NA,No,No,NA
1705,1952,NA,No,No,NA
1706,1952,NA,No,No,NA
1707,1952,NA,No,No,NA
1708,1952,NA,No,No,NA
1709,1952,NA,No,No,NA
1710,1952,NA,No,No,NA
1711,1952,NA,DK,DK,NA
1712,1952,NA,DK,DK,NA
1713,1952,NA,DK,DK,NA
1714,1952,NA,No,No,NA
1715,1952,NA,No,Yes,NA
1716,1952,NA,No,No,NA
1717,1952,NA,DK,DK,NA
1718,1952,NA,No,No,NA
1719,1952,NA,No,No,NA
1720,1952,NA,No,No,NA
1721,1952,NA,No,No,NA
1722,1952,NA,No,No,NA
1723,1952,NA,No,No,NA
1724,1952,NA,No,No,NA
1725,1952,NA,No,No,NA
1726,1952,NA,DK,DK,NA
1727,1952,NA,No,No,NA
1728,1952,NA,No,No,NA
